180193,533.311157227,-5451.95751953,-4.14114379883
178491,536.792602539,-5453.83105469,-4.15105676651
178436,539.854003906,-5455.78271484,-4.10372447968
116078,544.022033691,-5456.36572266,-4.34818983078
116030,548.870239258,-5455.3671875,-3.9360973835
115643,556.286254883,-5453.93457031,-2.89371943474
116057,563.551513672,-5452.88134766,-0.302763074636
3404,574.304748535,-5450.55615234,0.339860409498
116070,590.310058594,-5448.01171875,-1.516035676
115725,604.551757813,-5445.80957031,1.85621225834
115332,628.055053711,-5441.96630859,0.261734902859
115362,633.196533203,-5441.45410156,0.395279020071
