158290,525.339050293,-5410.70898438,-4.10451078415
332118,526.186828613,-5415.91894531,-7.32497739792
158366,528.122375488,-5425.49658203,-4.08983325958
449360,530.915222168,-5436.25732422,-6.53066587448
46433,533.821594238,-5453.01123047,-2.20898604393
48126,537.439819336,-5470.76806641,-2.98828172684
51222,540.140014648,-5489.02246094,-3.56885457039
55779,543.855712891,-5509.27490234,-3.54576659203
74189,547.716552734,-5528.99658203,-3.61643648148
74730,555.365661621,-5567.37792969,-3.58506083488
74731,563.365661621,-5607.37792969,-3.58506083488
74732,571.365661621,-5647.37792969,-3.58506083488
