89838,-0.323063403368,-2.27072954178,0.113291636109
110247,-0.356099843979,2.55097055435,0.080918379128
58759,-1.73896813393,6.16549444199,0.426887124777
59297,-2.78668379784,8.38834285736,0.687970817089
57957,-4.66790056229,10.0598421097,0.85078650713
57024,-7.37051820755,10.9303693771,0.951736032963
54772,-13.6398668289,11.520280838,0.997397065163
53284,-23.9906082153,12.6614398956,1.02684986591
52468,-37.1934280396,14.2397193909,1.13630759716
51263,-52.4103240967,15.2302274704,1.1448622942
51695,-69.8916702271,16.9842529297,1.47991204262
159482,-86.0816802979,17.7932109833,1.66812729836
