464067,220.075073242,-3717.86621094,-9.24202442169
464949,219.866149902,-3721.05859375,-9.29065990448
465475,218.851196289,-3724.36962891,-9.41675281525
466657,217.33354187,-3727.17944336,-9.49916172028
467388,214.52645874,-3729.84667969,-9.70428085327
469196,210.645172119,-3730.26171875,-9.79943275452
469712,206.373214722,-3730.85009766,-10.047495842
472149,194.57321167,-3730.51367188,-10.4854564667
474556,184.967422485,-3730.23852539,-10.8757066727
474638,172.297012329,-3730.34228516,-11.5451364517
475133,161.144241333,-3730.38696289,-11.1249752045
476065,143.845199585,-3729.93237305,-11.8198490143
424547,125.91028595,-3730.48413086,-11.7837142944
476656,101.790657043,-3729.95385742,-14.3729438782
477053,91.4880599976,-3730.52856445,-14.2548151016
