100582,264.451293945,-3958.09619141,-10.3636598587
358380,266.982910156,-3962.57324219,-9.21115970612
99543,271.194549561,-3964.51196289,-10.7461061478
28167,281.032287598,-3967.04101563,-8.43350505829
189269,290.766876221,-3967.93432617,-8.69022083282
191085,298.847167969,-3968.35302734,-8.17059612274
143619,315.180603027,-3969.1015625,-6.76831388474
143050,330.160430908,-3969.37841797,-8.14773750305
142758,353.588562012,-3970.28344727,4.17349243164
142759,373.588562012,-3971.28344727,4.17349243164
