384188,242.988510132,-3836.10107422,-9.49857521057
383985,243.512252808,-3838.69677734,-9.62875461578
331534,244.803573608,-3844.93603516,-9.45762634277
384596,245.424194336,-3848.32568359,-9.50650978088
266872,245.254089355,-3851.39794922,-8.74098205566
334693,244.374633789,-3853.92797852,-9.82220649719
382842,242.618423462,-3859.29882813,-8.92517566681
307202,239.432388306,-3861.79638672,-10.2816114426
311812,235.0262146,-3862.40771484,-10.4902439117
313971,228.456817627,-3863.20532227,-10.6624078751
315508,218.242233276,-3861.91064453,-9.9805688858
316959,209.808776855,-3861.12744141,-11.0396871567
316562,202.990264893,-3859.89794922,-10.3046426773
316526,189.766036987,-3858.51806641,-11.382569313
317084,177.39956665,-3857.85864258,-4.73580265045
317237,158.019744873,-3855.99975586,-11.0216569901
316977,134.454818726,-3853.69433594,-12.4875574112
318139,114.628494263,-3852.7668457,-8.16259479523
