154053,271.013000488,-3988.47485352,-9.41296291351
155441,271.816314697,-3994.8503418,-9.42537498474
155722,273.0965271,-4000.77612305,-9.41339302063
29156,273.977600098,-4008.02929688,-9.29234600067
156152,274.07220459,-4012.02758789,-9.51301002502
156492,274.102081299,-4014.69042969,-9.5258102417
155859,274.058654785,-4018.16625977,-9.56587600708
45106,274.079376221,-4021.24951172,-9.66175079346
47484,273.69821167,-4025.54541016,-9.80278778076
156653,273.35043335,-4027.77416992,-9.70548820496
48006,272.688476563,-4029.28515625,-9.96140861511
76386,269.886993408,-4031.44287109,-4.9802646637
75783,265.86340332,-4031.99975586,-10.301074028
3935,263.583251953,-4032.27709961,-10.1951761246
5464,261.313476563,-4032.44238281,-10.1365880966
6009,257.784454346,-4032.48608398,-10.2642793655
8165,252.397689819,-4032.19628906,-8.8726978302
72168,233.051071167,-4030.25439453,-1.11249029636
69392,179.338653564,-4025.59667969,-2.78183627129
