440926,211.288970947,-3648.17919922,-9.22095012665
441700,212.780456543,-3659.7253418,-9.15114879608
441540,214.497131348,-3665.85131836,-9.1302652359
441218,214.390106201,-3669.51977539,-9.26012516022
395108,215.776107788,-3675.88818359,-8.55225372314
441906,216.106536865,-3679.328125,-9.13064575195
441569,216.236907959,-3682.1496582,-9.15243625641
441431,217.249969482,-3686.11157227,-9.16803455353
441150,217.303909302,-3689.54418945,-9.19818305969
441664,218.579620361,-3695.81005859,-9.18844032288
442273,219.672531128,-3702.31738281,-9.16571712494
445007,220.800888062,-3709.07202148,-9.13380146027
